uprn,label,postcode,easting,northing,ward_gss
9000000406,10 Powerscroft Terrace,E9 1EJ,534506,188004,E05009383
9000000407,11 Powerscroft Terrace,E9 1EJ,534307,187823,E05009383
9000000408,12 Powerscroft Terrace,E9 1EJ,535106,187172,E05009383
9000000409,1 Glyn Lane,N1 7NJ,533233,187258,E05009384
9000000410,2 Glyn Lane,N1 7NJ,533208,187155,E05009384
9000000411,3 Glyn Lane,N1 7NJ,533153,187308,E05009384
9000000412,4 Glyn Lane,N1 7NJ,533467,187504,E05009384
9000000413,5 Glyn Lane,N1 7NJ,532734,187090,E05009384
9000000414,6 Glyn Lane,N1 7NJ,533255,187313,E05009384
9000000415,7 Glyn Lane,N1 7NJ,533166,187237,E05009384
9000000416,8 Glyn Lane,N1 7NJ,532778,187378,E05009384
9000000417,9 Glyn Lane,N1 7NJ,533567,187654,E05009384
9000000418,10 Glyn Lane,N1 7NJ,533596,187455,E05009384
9000000419,11 Glyn Lane,N1 7NJ,532987,187031,E05009384
9000000420,12 Glyn Lane,N1 7NJ,532934,187008,E05009384
9000000421,1 Pembury Terrace,E9 4BF,532792,187185,E05009384
9000000422,2 Pembury Terrace,E9 4BF,533361,187255,E05009384
9000000423,3 Pembury Terrace,E9 4BF,532986,187100,E05009384
9000000424,4 Pembury Terrace,E9 4BF,532738,186925,E05009384
9000000425,5 Pembury Terrace,E9 4BF,533395,187449,E05009384
9000000426,6 Pembury Terrace,E9 4BF,533007,187085,E05009384
9000000427,7 Pembury Terrace,E9 4BF,532897,186991,E05009384
9000000428,8 Pembury Terrace,E9 4BF,532890,187017,E05009384
9000000429,9 Pembury Terrace,E9 4BF,533305,187340,E05009384
9000000430,10 Pembury Terrace,E9 4BF,532647,187095,E05009384
9000000431,11 Pembury Terrace,E9 4BF,533224,187672,E05009384
9000000432,1 Powerscroft Walk,N16 6YR,533816,186219,E05009385
9000000433,2 Powerscroft Walk,N16 6YR,533614,186270,E05009385
9000000434,3 Powerscroft Walk,N16 6YR,533643,186348,E05009385
9000000435,4 Powerscroft Walk,N16 6YR,533816,186517,E05009385
9000000436,5 Powerscroft Walk,N16 6YR,533564,185985,E05009385
9000000437,6 Powerscroft Walk,N16 6YR,533157,186120,E05009385
9000000438,7 Powerscroft Walk,N16 6YR,533533,186684,E05009385
9000000439,8 Powerscroft Walk,N16 6YR,533939,185737,E05009385
9000000440,9 Powerscroft Walk,N16 6YR,533409,186507,E05009385
9000000441,10 Powerscroft Walk,N16 6YR,533428,185916,E05009385
9000000442,11 Powerscroft Walk,N16 6YR,533548,186884,E05009385
9000000443,12 Powerscroft Walk,N16 6YR,533195,186965,E05009385
9000000444,1 Powerscroft Street,E9 8ST,533862,185863,E05009385
9000000445,2 Powerscroft Street,E9 8ST,533125,186695,E05009385
9000000446,3 Powerscroft Street,E9 8ST,533524,185844,E05009385
9000000447,4 Powerscroft Street,E9 8ST,533664,185893,E05009385
9000000448,5 Powerscroft Street,E9 8ST,533985,185750,E05009385
9000000449,6 Powerscroft Street,E9 8ST,533624,186895,E05009385
9000000450,7 Powerscroft Street,E9 8ST,533274,186065,E05009385
9000000451,8 Powerscroft Street,E9 8ST,533439,185871,E05009385
9000000452,9 Powerscroft Street,E9 8ST,533294,186006,E05009385
9000000453,10 Powerscroft Street,E9 8ST,533414,186920,E05009385
9000000454,11 Powerscroft Street,E9 8ST,533710,185900,E05009385
9000000455,1 Bellfast Road,E9 3AB,535607,184173,E05009386
9000000456,2 Bellfast Road,E9 3AB,535511,183883,E05009386
9000000457,3 Bellfast Road,E9 3AB,535813,183944,E05009386
9000000458,4 Bellfast Road,E9 3AB,535173,183696,E05009386
9000000459,5 Bellfast Road,E9 3AB,535535,183876,E05009386
9000000460,6 Bellfast Road,E9 3AB,535486,183707,E05009386
9000000461,7 Bellfast Road,E9 3AB,535387,184340,E05009386
9000000462,8 Bellfast Road,E9 3AB,534895,183665,E05009386
9000000463,9 Bellfast Road,E9 3AB,535151,183836,E05009386
9000000464,10 Bellfast Road,E9 3AB,535774,183848,E05009386
9000000465,11 Bellfast Road,E9 3AB,534992,183608,E05009386
9000000466,12 Bellfast Road,E9 3AB,535777,183798,E05009386
9000000467,1 Clissold Crescent,E8 3PE,535849,184044,E05009386
9000000468,2 Clissold Crescent,E8 3PE,535206,184014,E05009386
9000000469,3 Clissold Crescent,E8 3PE,535360,184445,E05009386
9000000470,4 Clissold Crescent,E8 3PE,535233,184301,E05009386
9000000471,5 Clissold Crescent,E8 3PE,535237,183860,E05009386
9000000472,6 Clissold Crescent,E8 3PE,535533,184224,E05009386
9000000473,7 Clissold Crescent,E8 3PE,536131,184267,E05009386
9000000474,8 Clissold Crescent,E8 3PE,535200,184278,E05009386
9000000475,9 Clissold Crescent,E8 3PE,535487,184205,E05009386
9000000476,10 Clissold Crescent,E8 3PE,535268,183979,E05009386
9000000477,11 Clissold Crescent,E8 3PE,535425,183928,E05009386
9000000478,1 Shacklewell Terrace,N16 7RW,532590,187357,E05009387
9000000479,2 Shacklewell Terrace,N16 7RW,532276,187193,E05009387
9000000480,3 Shacklewell Terrace,N16 7RW,532504,187101,E05009387
9000000481,4 Shacklewell Terrace,N16 7RW,532943,187893,E05009387
9000000482,5 Shacklewell Terrace,N16 7RW,532550,187649,E05009387
9000000483,6 Shacklewell Terrace,N16 7RW,532932,187518,E05009387
9000000484,7 Shacklewell Terrace,N16 7RW,532318,186827,E05009387
9000000485,8 Shacklewell Terrace,N16 7RW,532872,187503,E05009387
9000000486,9 Shacklewell Terrace,N16 7RW,533325,187973,E05009387
9000000487,10 Shacklewell Terrace,N16 7RW,532584,187417,E05009387
9000000488,11 Shacklewell Terrace,N16 7RW,532262,187212,E05009387
9000000489,12 Shacklewell Terrace,N16 7RW,533049,187979,E05009387
9000000490,1 Frampton Crescent,E5 2AG,532629,187457,E05009387
9000000491,2 Frampton Crescent,E5 2AG,532329,187726,E05009387
9000000492,3 Frampton Crescent,E5 2AG,532597,187174,E05009387
9000000493,4 Frampton Crescent,E5 2AG,532403,187697,E05009387
9000000494,5 Frampton Crescent,E5 2AG,532514,187122,E05009387
9000000495,6 Frampton Crescent,E5 2AG,533232,187925,E05009387
9000000496,7 Frampton Crescent,E5 2AG,532791,187917,E05009387
9000000497,8 Frampton Crescent,E5 2AG,533030,187974,E05009387
9000000498,9 Frampton Crescent,E5 2AG,531993,187790,E05009387
9000000499,10 Frampton Crescent,E5 2AG,532855,187686,E05009387
9000000500,11 Frampton Crescent,E5 2AG,532728,187449,E05009387
